case_id,family,business_expected_decision,expected_min_gate,expected_reason_family,observed_reason_family,reason_family_match,x108_gate_observed,severity,reason_code,gap_status,sigma_ok,floor_ok,ok,expected_positive,predicted_positive,elapsed_ms,decision_id,trace_id,attestation_ref,note
truth-normal-013,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,252.48,bank-fb5d5bcf8d1f,25dfa25a-161b-4085-80e8-84ae327c8687,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-014,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,245.216,bank-52a3fc893d01,5a5cdd7a-5b33-440a-9e09-ce8a1e643580,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-015,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,245.458,bank-5016ade5d86b,3983de10-c50e-4cbd-8d27-6285d225f550,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-016,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,282.945,bank-7d20a34a56ae,f9515715-267c-4ddd-8f4c-90f9df8ea3c8,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-017,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,262.25,bank-d89395e23098,c0eb6b5c-313e-44fc-98c2-83fc36e20ed9,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-018,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,260.877,bank-bdf65f58bb39,86d3de01-f009-48a4-a602-eb62c2c6fe4b,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-019,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,271.075,bank-96c5d8e01258,ea3396d6-1d86-44a2-b747-0e8f53cb4723,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-020,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,266.96,bank-f93cb757e068,7f2d83e5-267d-4cfa-b9e1-0edc2337b464,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-021,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,294.24,bank-da2faed55e20,c5c9ec0a-4dc7-476b-8f03-ed472c9deabf,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-022,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,280.175,bank-9e8c571c5623,071158a0-3ee5-44c2-b395-7ba7caff56b5,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-023,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,297.87,bank-0a2e82b83f2f,e3e07c44-24d7-4353-9162-c3a0a5627d6d,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-024,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,293.907,bank-bc9a1e969a73,cfe11782-33d4-4abb-99b1-e2e3f4111376,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-025,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,279.232,bank-a999e81946be,c0a76529-1cdf-468d-b085-81e51bb97e4a,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-026,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,286.138,bank-76e8a1925c75,a73a7015-049a-4dfc-8cc7-a36334a4fcf2,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-027,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,292.364,bank-9a2c1b35585c,8c8f52ff-cb80-4bdd-b4a5-79c9c118efaf,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-028,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,307.138,bank-81f381c276d7,0cec01b7-eabd-47c1-afef-bde1d7746329,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-029,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,247.973,bank-4c90f17e6d87,b7c548d2-b931-447f-bda8-5f719a8c6791,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-030,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,371.75,bank-3fc329f3ec7d,77e89a6e-73e8-4ada-b65d-87bd7a81c750,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-031,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,297.962,bank-d8594cc16767,b0658a0a-9a50-4175-85fb-aae17c873707,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-032,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,278.643,bank-86d6b97d29aa,4ae25034-0c15-4780-a3a5-74b3ff172e64,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-033,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,288.344,bank-7429ce704e55,4bc0238d-ab14-4b53-803c-220b5b00f498,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-034,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,292.0,bank-3ee15ada9a1b,7008a437-c1df-4bdb-9908-db4d35d8c905,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-035,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,289.11,bank-aa43980d6ce5,72ba0a17-a2a0-44fa-a0c1-e693ead2c928,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-036,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,291.725,bank-55091f9cf3d6,fd7293c5-79ca-446a-a6c4-f6f424bf9d83,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-037,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,283.791,bank-e0b89238f728,fff5bc21-fc08-4247-a60d-5a6d30b05d92,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-038,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,209.442,bank-f894d09e01a6,7e4b6712-6101-4a86-8633-43d6738764bc,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-039,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,225.609,bank-88352e422e9d,820f2f5f-fe9e-4579-ae12-b19425fb147d,689c856e4330006880c6f219,low-risk admissible proxy case
truth-normal-040,normal,AUTORISER,ALLOW,ALLOW,ALLOW,True,ALLOW,S1,GUARD_ALLOW,MATCH,True,True,True,False,False,200.45,bank-eb82b8b21cdf,70121876-c9aa-4ac6-9804-b5f9703db3cb,689c856e4330006880c6f219,low-risk admissible proxy case
truth-review-001,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,187.453,bank-970443304ecf,a4f04fab-9585-46ad-9ef2-a7a2b2ab5c1e,843b7c246553ee52e7bec049,review-level proxy case
truth-review-002,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,164.517,bank-410e8339466c,12dc6ab9-0e7d-4c43-947b-6511966e792c,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-003,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,153.419,bank-e807470ca64d,2aa8bef2-f4d0-4bf0-a97a-77fbb14153c0,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-004,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,261.744,bank-6396fb3e31de,8d6a8943-111d-44fc-85c1-21ec64ba431f,a79d1476fa3453f19f1d6ad3,review-level proxy case
truth-review-005,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,218.392,bank-bdcb98f4f61a,c2cdf9f8-6818-4012-842a-13b2c76976c7,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-006,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,179.229,bank-60f1f551ddab,6f321745-b479-43a1-8217-d55e189c768c,843b7c246553ee52e7bec049,review-level proxy case
truth-review-007,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,322.403,bank-22f29899e82c,eccff3cd-a90b-476a-a791-7d2836111c90,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-008,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,323.012,bank-d79c582db2ad,db40b07a-c390-4142-b946-454795ebd63a,d2be709eb66103ed224a4ff6,review-level proxy case
truth-review-009,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,353.418,bank-69dd1b9805a3,1ac54df1-8839-452e-a225-8fd27cc1137d,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-010,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,318.678,bank-a56bcb422424,1134a16e-a999-41cf-9ef7-2c3a79e6b010,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-011,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,263.776,bank-e0f73fc181a2,03d909d0-03c3-4eb4-802b-90a2f49b5dd6,843b7c246553ee52e7bec049,review-level proxy case
truth-review-012,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,252.433,bank-bfb17c266070,d568e2d6-bf46-474f-846c-8c53bc3aa3e5,d2be709eb66103ed224a4ff6,review-level proxy case
truth-review-013,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,221.136,bank-95a0047361e9,dc5cca7b-293c-4d5d-9c74-5cda3ad77718,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-014,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,240.92,bank-b1d3ccf0374d,13d7bee6-99f1-4ff8-94ba-01a3f2343bfa,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-015,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,190.62,bank-2e352a22c3f3,810e515b-7e49-42f8-b708-982ca9c5fc3a,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-016,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,200.264,bank-53d69849572b,a7fa3420-11e0-4c26-bf30-d385b4925f19,de5f05a61f61ab50351b9b9c,review-level proxy case
truth-review-017,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,288.949,bank-44b2c6d8d0c3,858d3e41-79a3-46d6-ac91-3755d7af302a,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-018,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,264.32,bank-881c76d81122,cc447a57-f56a-4adb-9e6c-04505ad144a9,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-019,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,242.563,bank-ebe14b323c5c,18606804-0407-44dd-a883-7d2129cefc73,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-020,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,281.972,bank-bf6330b843ce,3b86034a-9f2b-4b44-abc8-723b494c3d91,a79d1476fa3453f19f1d6ad3,review-level proxy case
truth-review-021,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,248.24,bank-a0514a557b69,7d704da4-5ff3-40a6-9ab3-76ebb775723c,843b7c246553ee52e7bec049,review-level proxy case
truth-review-022,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,382.494,bank-df5cc9ac5fc5,11b43cc5-0277-4ab0-bd4d-7bbf0510f745,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-023,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,221.027,bank-be407eb43e11,514d688a-2d3a-4474-b5af-a1f167f34346,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-024,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,225.168,bank-dde912f467e2,31780c50-5d43-4fbb-ab54-918082659024,a79d1476fa3453f19f1d6ad3,review-level proxy case
truth-review-025,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,230.167,bank-cdcb894fd28d,46c468c6-415f-440b-b222-5cb133be8d60,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-026,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,266.5,bank-9c7590946b58,47ee70e6-46ff-4b89-8e2b-3794be3bcf8d,843b7c246553ee52e7bec049,review-level proxy case
truth-review-027,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,358.817,bank-3d22bf9db702,5533154a-ab23-4a5a-acd9-c3ae169c9519,fa6fc7f8a5f0590575de06de,review-level proxy case
truth-review-028,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,363.731,bank-7342b0a6ddb7,1d643c2a-59d6-4185-82e4-d3ea8d720047,d2be709eb66103ed224a4ff6,review-level proxy case
truth-review-029,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,297.956,bank-64be59fdbc6d,029aa7c4-aafd-491a-84a5-3523c63a503f,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-review-030,review,ANALYSER,HOLD,TEMPORAL_OR_RISK,CONTRADICTION,True,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,HARDER_THAN_BUSINESS,True,True,True,True,True,320.057,bank-c954ac1d3cb1,622a8272-7f08-48e4-b554-3d7d6774134c,f9e791346e605b8d1bf8f8f6,review-level proxy case
truth-blocked-001,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,293.888,bank-f026b1f6213a,319da695-3478-498c-9391-fe47ae395b24,af1dc1b89ca151d2d1353216,high-risk non-admissible proxy case
truth-blocked-002,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,358.469,bank-5b23c6fc0bcc,28642e37-df74-48d4-9d8f-b21b96776a4a,af1dc1b89ca151d2d1353216,high-risk non-admissible proxy case
truth-blocked-003,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,250.771,bank-1d593e5f2345,33333621-0159-4e78-8135-7f414aac57c1,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-004,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,368.724,bank-ff040f9528b3,278c65a5-3b8e-4ff6-9937-7ae6aaa44e94,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-005,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,343.469,bank-f708442d1cb1,901747f3-237f-4d16-a04b-998ae097cbc1,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-006,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,318.804,bank-24641aa019dd,8c1b0075-6d39-4c83-972d-c31db588e3ee,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-007,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,375.743,bank-2e700dcbdc70,a156e3b2-4211-41af-b302-ecf098a06082,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-008,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,395.882,bank-bb67af6b5812,7723e393-14f6-4a63-a3ae-e98bd5e41d80,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-009,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,256.954,bank-51ff33c91bff,0bd5aed9-85a7-4a64-bdca-25be36d7785c,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-010,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,354.508,bank-f68c750d35df,367f7d0c-5629-49b2-b145-f988ad9d48f3,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-011,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,242.185,bank-44253738e1dd,34284e66-c22b-4ae7-a887-997ccf528df1,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-012,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,339.773,bank-bfed7e6ce10c,b4e11856-81c1-456f-9ddc-6b82411014b2,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-013,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,341.266,bank-2f7ca0302dbd,f7871eeb-2eeb-40e4-90e7-88de8bf89240,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-014,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,289.96,bank-e0977d04c055,428df7c6-d35d-4080-9db6-40812ba3616a,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-015,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,207.971,bank-12a50c6708a2,c9eae1ca-61de-41bf-bbdc-7f02a7244e86,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-016,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,329.493,bank-c3d2b0d0a651,034799c8-1103-45ae-94e7-11f342a57376,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-017,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,222.081,bank-771b7f8a84cd,4947df88-db78-40a9-af22-7a8e042c61c0,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
truth-blocked-018,blocked,BLOQUER,BLOCK,RISK,CONTRADICTION,False,BLOCK,S4,CONTRADICTION_THRESHOLD_REACHED,MATCH,True,True,True,True,True,306.714,bank-9fa2810a38a7,a86ac998-ecee-4faa-934d-d0ed3abf8071,fa221655c82526d77954d5b6,high-risk non-admissible proxy case
